location_name,street_address,city,latitude,longitude
Millbrook Marsh Nature Center,E College Avenue,State College,40.813595,-77.834593
Miller's Auto Washing Waxing & Detailing,2766 Zion Rd,Zion,40.914142,-77.687691
Millheim Farmers Market,105 East Main Street Millheim Pa Bremen Town Ballr,Millheim,40.890822,-77.47645
Millheim Fire Company 1,103 North Street,Millheim,40.89162,-77.476556
Millheim Small Engine,4855 Penns Valley Rd,Spring Mills,40.885346,-77.5025
Mindbodyart School of Dance,650 Grays Woods Blvd,Port Matilda,40.814583,-77.940038
Miracle-Ear,131 Rolling Ridge Dr,State College,40.786258,-77.829578
MISKA Jewelers,100 E College Ave,State College,40.79443,-77.861308
Missioanry Church of Grace,226 N Vanessa Dr,Pleasant Gap,40.874584,-77.74707
Misty Meadow School,150 Cardinal Dr,Coburn,40.886776,-77.455094
Mitotyping Technologies,2565 Park Center Blvd Ste 200,State College,40.76882,-77.883386
Moe's Southwest Grill,211 Patriot Ln,State College,40.810041,-77.901969
Momentum 360,243 S Allen St Ste 337,State College,40.792797,-77.858657
Momezon Korean Market,1518B N Atherton St,Park Forest Village,40.806427,-77.89026
Momotaro,220 W College Ave,State College,40.792882,-77.863054
Monro,1505 N Atherton St,State College,40.806581,-77.889024
Monte Carlo Pizza & Wings,906 W College Ave,State College,40.786519,-77.871362
Monte Carlo's Pizza & Wings,906 W College Ave,State College,40.786559,-77.871328
Montessori School Of The Nittany Valley,138 Limerock Ter,Lemont,40.818859,-77.815651
Montminy H Peter PHD,454 Rolling Ridge Dr,State College,40.78522,-77.824968
Montour Oil Service,Robersburg,Millheim,40.894983,-77.475647
Moore Insurance Agency,165 Tree Top Ln,Bellefonte,40.93665,-77.634517
Morgan Stanley,720 S Atherton St Fl 1,State College,40.785798,-77.856839
Morton Building,2789 Earlystown Rd,Centre Hall,40.831079,-77.681269
Moshannon Valley Pharmacy,402 E Sycamore Rd,Snow Shoe,41.027018,-77.940946
Moshannon Valley Pharmacy Inc,208 Medical Center Dr,North Philipsburg,40.906759,-78.205234
Moshannon Valley YMCA,103 N 14th St,Philipsburg,40.90229,-78.212112
Mount Health Blue Course Drive Imaging Services,1700 Old Gatesburg Rd,State College,40.782383,-77.886668
Mount Nittany,500 598 Mount Nittany Rd,Boalsburg,40.81151,-77.806841
Mount Nittany Center For Wound Care,120 Radnor Rd,State College,40.785862,-77.820916
Mount Nittany El Sch,700 Brandywine Dr,State College,40.784829,-77.807238
Mount Nittany Health Bellefonte Lab Services,141 Medical Park Ln,Bellefonte,40.915767,-77.749287
Mount Nittany Health Blue Course Drive,1700 Old Gatesburg Rd,State College,40.782348,-77.886641
Mount Nittany Health Blue Course Drive Lab Services,1700 Old Gatesburg Rd,State College,40.782371,-77.886641
Mount Nittany Health Breast Care Center,1850 E Park Ave Ste 105,State College,40.820432,-77.845328
Mount Nittany Health Breast Care Center & Imaging,1850 E Park Ave,State College,40.820428,-77.845325
Mount Nittany Health Children's Advocacy Center,129 Medical Park Ln,Bellefonte,40.915385,-77.749423
Mount Nittany Health Diabetes Foot Clinic,120 Radnor Rd Ste 100,State College,40.785852,-77.820916
Mount Nittany Health Fit For Play,2160 Sandy Dr Ste A,State College,40.78351,-77.903502
Mount Nittany Health Pain Management Center,1700 Old Gatesburg Rd Ste 100,State College,40.78237,-77.886636
Mount Nittany Health Park Ave Lab Services,1850 E Park Ave,State College,40.820438,-77.845296
Mount Nittany Health Park Avenue,1850 E Park Ave,State College,40.82046,-77.845337
Mount Nittany Health Park Avenue,1850 E Park Ave Ste 301,State College,40.820461,-77.845305
Mount Nittany Health Penns Valley,3631 Penns Valley Rd,Spring Mills,40.849576,-77.60568
Mount Nittany Health Penns Valley Imaging Services,3631 Penns Valley Rd,Spring Mills,40.849599,-77.605701
Mount Nittany Health Penns Valley Lab Services,3631 Penns Valley Rd,Spring Mills,40.849596,-77.605698
Mount Nittany Health Sieg Neuroscience Center,2121 Old Gatesburg Rd Ste 100,State College,40.778062,-77.899467
Mount Nittany Health Spring Mills,3631 Penns Valley Rd,Spring Mills,40.849604,-77.605685
Mount Nittany Medical Center,911 University Dr,State College,40.797837,-77.844954
Mount Nittany Medical Center,1800 E Park Ave,State College,40.819182,-77.842649
Mount Nittany Medical Center,120 Radnor Rd,State College,40.785873,-77.820907
Mount Nittany Ms,656 Brandywine Dr,State College,40.786494,-77.806277
Mount Nittany Physician Group,1850 E Park Ave Ste 201,State College,40.820431,-77.845335
Mount Nittany Physician Group,1850 E Park Ave,State College,40.82045,-77.845295
Mount Nittany Physician Group,905 University Dr,State College,40.797787,-77.844804
Mount Nittany Physician Group Bellefonte,141 Medical Park Ln,Bellefonte,40.915797,-77.749324
Mount Nittany Physician Group Bellefonte Pediatrics,129 Medical Park Ln,Bellefonte,40.915397,-77.749336
Mount Nittany Physician Group Blue Course Drive Primary Care,1700 Old Gatesburg Rd Ste 310,State College,40.782391,-77.886648
Mount Nittany Physician Group Boalsburg,3901 S Atherton St Ste 5,State College,40.781996,-77.801506
Mount Nittany Physician Group Cardiology,1850 E Park Ave Ste 201,State College,40.820441,-77.84534
Mount Nittany Physician Group Dermatology,1850 E Park Ave Ste 312,State College,40.820455,-77.845311
Mount Nittany Physician Group Ear Nost & Throat,3901 S Atherton St Ste 6,State College,40.782096,-77.801365
Mount Nittany Physician Group Endocrinology,1850 E Park Ave Ste 312,State College,40.820462,-77.8453
Mount Nittany Physician Group Gastroenterology,3901 S Atherton St Ste 2,State College,40.782006,-77.801507
Mount Nittany Physician Group General Surgery,905 University Dr,State College,40.79778,-77.8448
Mount Nittany Physician Group Green Tech Drive,2520 Green Tech Dr,State College,40.813103,-77.918434
Mount Nittany Physician Group Infectious Disease,1850 E Park Ave Ste 201,State College,40.820463,-77.845314
Mount Nittany Physician Group Nephrology,1850 E Park Ave Ste 201,State College,40.820435,-77.845299
Mount Nittany Physician Group Neurology,2121 Old Gatesburg Rd Ste 100,State College,40.778153,-77.899652
Mount Nittany Physician Group OB GYN,1850 E Park Ave Ste 301,State College,40.820452,-77.845292
Mount Nittany Physician Group Orthopedics,1700 Old Gatesburg Rd,State College,40.782383,-77.886667
Mount Nittany Physician Group Park Ave,1850 E Park Ave Ste 201,State College,40.820432,-77.84531
Mount Nittany Physician Group Park Ave Primary Care,1850 E Park Ave Ste 302,State College,40.820434,-77.84532
Mount Nittany Physician Group Pulmonary Medicine,1850 E Park Ave Ste 201,State College,40.820447,-77.845312
Mount Nittany Physician Group Reconstructive & Cosmetic Surgery,100 Radnor Rd Ste 101,State College,40.785055,-77.821923
Mount Nittany Physician Group State College,2520 Green Tech Dr Ste C,State College,40.813094,-77.918443
Mount Nittany Physician Group University Drive,905 University Dr,State College,40.797762,-77.844804
Mount Nittany Physicians Group Bellefonte,129 Medical Park Ln,Bellefonte,40.915411,-77.749351
Mount Nittany Physicians Group Penns Valley,4570 Penns Valley Rd,Spring Mills,40.877105,-77.526565
Mount Nittany United Methodist Church,1500 E Branch Rd,Lemont,40.80336,-77.825095
Mount Nittany Veterinary Hospital,200 Elmwood St,State College,40.810022,-77.828937
Mount Nittany Vineyard & Winery,300 Houser Rd,Centre Hall,40.809068,-77.770767
Mount Pleasant Cemetery,Hoover Lane,Port Matilda,40.781334,-78.131471
Mountain Cemetery,Decker Valley Road,Spring Mills,40.814719,-77.541419
Mountain Family Dental,424 W Aaron Dr Ste 201,Park Forest Village,40.80467,-77.894562
Mountain Top Alliance Church,675 E Sycamore Rd,Snow Shoe,41.026252,-77.925652
Mountain Top Insurance Agency Progressive Insurance,750 E Bishop St,Bellefonte,40.91322,-77.764916
Mountain View Country Club,310 Elks Club Rd,Boalsburg,40.783541,-77.759995
Mountain View Farm Supply,4821 Brush Valley Rd,Rebersburg,40.947512,-77.436271
Mountain View School,5747 Brush Valley Rd,Rebersburg,40.951385,-77.420754
Mountaintop Area El Sch,100 School Dr # 865,Snow Shoe,41.027489,-77.943327
Mountaintop Area Medical,402 E Sycamore Rd,Snow Shoe,41.027054,-77.940965
Movement Arts Studio,140 Kelly Aly,State College,40.793184,-77.861433
Moyer Chiropractic and Nutrition Center,2330 Commercial Blvd Ste 300,Houserville,40.825308,-77.813041
Moyers Landscape Design &amp Firewood Service,611 Reese Hollow Rd,Port Matilda,40.794993,-78.088711
Mr Hot Dog,807 Pleasant View Blvd Ste 1,Bellefonte,40.926465,-77.779574
Mr Lu's Bellefonte Wok Chinese Restaurant,111 S Allegheny St,Bellefonte,40.911444,-77.777925
Ms Sallie K,112 Hetzel St,State College,40.799156,-77.854789
Mt Nittany Preschool,1500 E Branch Rd,Lemont,40.803331,-77.825124
Mt Nittany Veterinary Hospital,500 S Centre St,Philipsburg,40.888437,-78.212694
Murarik Motorsports,1410 E Presqueisle St,Philipsburg,40.900711,-78.211567
Muscle Movers,138 E Cherry Ln,State College,40.803698,-77.878793
Musser Farm Market,793 Musser Ln,Bellefonte,40.930986,-77.72768
My Beyond Looks,1341 S Atherton St,State College,40.785049,-77.842777
My Cafe Buzz,325 W High St,Bellefonte,40.911868,-77.781534
My Thai,422 Westerly Pkwy,State College,40.782647,-77.851793
Nadenichek Peggy E Med,454 Rolling Ridge Dr,State College,40.785234,-77.824964
Nail Square,127 Rolling Ridge Dr,State College,40.786113,-77.829602
Naomi & Co,1341 S Atherton St Ste 15,State College,40.785055,-77.842567
NAPA Auto Parts,2260 N Atherton St,Park Forest Village,40.809663,-77.913293
NAPA Auto Parts,203 S Spring St,Bellefonte,40.910185,-77.779345
Nartatez Mar A DO,210 Medical Center Dr,North Philipsburg,40.906715,-78.204834
Nastase Rena Distributor,Olive St,Snow Shoe,41.032695,-77.951701
Natalie's Alterations,244 S Buckhout St,State College,40.785074,-77.868427
National Car Rental,2493 Fox Hill Rd,State College,40.850976,-77.851291
National Sporting Arms,355 Colonnade Blvd Ste A,State College,40.810936,-77.910445
Natural Balance Aromatherapy,151 Neff Rd,Centre Hall,40.796773,-77.681157
Nature's Garden Florist,Hills Plz,State College,40.784501,-77.854937
Nature's Medicines State College,2105 N Atherton St,State College,40.810135,-77.909786
Nature's Pantry,2331 Commercial Blvd,Houserville,40.824344,-77.812514
Navia Beauty Studio,212 Kenlee Dr Ste 1,Bellefonte,40.898592,-77.787803
Neff Steven R Funeral Home,W Main St,Millheim,40.889591,-77.481143
Nestlerode & Loy,110 Regent Ct Ste 202,State College,40.784362,-77.822575
Neurological Testing Services,100 Radnor Rd Ste 201,State College,40.785059,-77.821951
New Covenant Baptist Church,1524 University Dr,State College,40.786086,-77.83872
New Creation Beauty Salon,2123 Brushwood Dr,State College,40.769237,-77.890806
New Hope Church,203 Homestead Ln,Boalsburg,40.775552,-77.780834
New Hope Church State College,700 Brandywine Dr,State College,40.785422,-77.808039
New Hope Lutheran Church,119 Cobblestone Ct,Spring Mills,40.850715,-77.595826
New Hope Thrift,318 S Atherton St,State College,40.789017,-77.861911
New Union Cemetery,South Eagle Valley Road,Julian,40.918722,-77.855669
New York Life Insurance Company,524 Brittany Dr,Park Forest Village,40.803431,-77.909913
Newman Wade DDS,114 S School St,Bellefonte,40.914586,-77.762508
NEXT Salon by Nicole,488 Runville Rd,Bellefonte,40.944643,-77.825193
NextHome Price Point Realty,3945 S Atherton St # C,Boalsburg,40.781511,-77.799961
Ng Yu Hung DDS,137 S Pugh St Ste 3,State College,40.794565,-77.859267
Nicole Carnicella DMD MAGD,212 Kenlee Dr,Bellefonte,40.898562,-77.787788
Night & Day Salon & Spa,517 N Front St,Philipsburg,40.899767,-78.226075
Nitanny Anesthesia PC,172 Winesap Dr,Stormstown,40.769966,-78.045172
Nittany Baptist Church,3939 S Atherton St,Boalsburg,40.781364,-77.799585
Nittany Barbell Club,3208 Benner Pike,Bellefonte,40.89359,-77.785017
Nittany Beverage,139 N Patterson St,State College,40.789205,-77.870307
Nittany Bible Church,481 Deibler Rd,Baileyville,40.713269,-77.988527
Nittany Bible Church,461 Deibler Rd,Pa Furnace,40.711914,-77.988257
Nittany Budget Motel,2070 Cato Ave,State College,40.762888,-77.879204
Nittany Christian School,1221 W Whitehall Rd,State College,40.769525,-77.865043
Nittany Commons,2222 E College Ave,Lemont,40.821118,-77.812929
Nittany Controls,2360 Commercial Blvd,Houserville,40.825635,-77.812569
Nittany Dental Associates,2601 Gateway Dr Ste 250,State College,40.767429,-77.884508
Nittany Eye Associates,132 Abigail Ln,Port Matilda,40.814548,-77.941875
Nittany Eye Associates,428 Windmere Dr,State College,40.787424,-77.825443
Nittany Eye Associates,4570 Penns Valley Rd,Spring Mills,40.87707,-77.526567
Nittany Farm Museum,3015 Lower Brush Valley Rd,Centre Hall,40.869725,-77.654631
Nittany Grille,Mount Nittany Medical Ctr Mt Nittany Expy,State College,40.818586,-77.843711
Nittany Gymnastics Academy,2300 Commercial Blvd,Houserville,40.82447,-77.813665
Nittany Mall,2901 E College Ave,State College,40.832309,-77.8012
Nittany Meats,160 Nittany Valley Dr,Zion,40.918529,-77.676697
Nittany MinitMart,325 N Front St,Philipsburg,40.898296,-78.225327
Nittany MinitMart,106 N Atherton St,State College,40.791804,-77.865718
Nittany Nails & Spa,2901 E College Ave,State College,40.833136,-77.80007
Nittany Notes,139 S Pugh St,State College,40.794592,-77.859267
Nittany Office Equipment,1207 S Atherton St,State College,40.785005,-77.847708
Nittany Settlement Company,218 W Hamilton Ave,State College,40.787497,-77.855924
Nittany Urgent Care,2615 E College Ave,State College,40.828704,-77.806868
Nittany Valley Ankle & Foot Center,2505 Green Tech Dr,State College,40.814115,-77.918282
Nittany Valley Chiropractic Center,611 University Dr Ste 214,State College,40.79911,-77.846683
Nittany Valley Chiropractic Center,Rr 45,Centre Hall,40.847604,-77.686284
Nittany Valley Cs,1612 Norma St,State College,40.782763,-77.84125
Nittany Valley Sports Centre,177 Champion Dr,State College,40.842979,-77.878289
Nittany Valley True Value Hardware,1169 Nittany Valley Dr,Bellefonte,40.939579,-77.644055
Nittany View Park,1021 Boalsburg Rd,Boalsburg,40.787739,-77.794314
Nittany Village Park,1331 Old Boalsburg Rd,State College,40.783585,-77.844137
Nittany Weddings,107 Harvest Run Rd N,State College,40.77008,-77.895161
Nittany Wildland Firefighters,201 Cemetery Lane,Zion,40.912702,-77.679369
Noerr's Garage,1220 N Eagle Valley Rd,Bellefonte,40.967181,-77.756873
Nolf Wendy Family Styling Salon,205 Dogtown Rd,Centre Hall,40.788463,-77.666029
Noll's Gun Shop & Gunsmithing,3825 Penns Valley Rd,Spring Mills,40.853702,-77.588138
Noodles & Company,244 W College Ave,State College,40.792759,-77.863609
North Atherton Farmers Market,2615 Green Tech Dr,State College,40.814398,-77.922861
North Atherton Place,1649 N Atherton St,State College,40.809426,-77.89709
Northland Bowl and Sports Center,1521 Martin St,Park Forest Village,40.805552,-77.891437
Northland Center,255 Northland Ctr,Park Forest Village,40.80356,-77.887458
Northside,Warnock Commons,State College,40.802818,-77.866205
Northwest Bank,1767 N Atherton St,State College,40.808913,-77.899827
Northwest Bank,2200 S Atherton St,State College,40.78421,-77.82915
Northwest Bank,1127 Zion Rd,Bellefonte,40.915158,-77.754634
Northwest Bank,104 Winfield Dr,Centre Hall,40.83389,-77.675597
Northwestern Mutual,2571 Park Center Blvd,State College,40.768245,-77.883405
Novosel Instrument Shop Inc,264 Commerce St,Pleasant Gap,40.862902,-77.753462
Nw Human Services Autism School,3020 Research Dr,State College,40.766186,-77.880511
O An Zendo,1 Endless Cir,Julian,40.886221,-77.915721
O Nails and Spa,1647 N Atherton St,State College,40.810629,-77.895432
Oak Grove Parklet,108 Villandry Blvd,Lemont,40.798984,-77.823116
Oak Hall Regional Park,120 Linden Hall Rd,Boalsburg,40.790995,-77.794991
Oaks,200 Rachel Dr,Bellefonte,40.879364,-77.74585
Oakwood Park,380 Oakwood Ave,State College,40.815966,-77.89242
Oakwood Presbyterian Church,1865 Waddle Rd,State College,40.81439,-77.896719
Okinawa Japanese Restaurant,450 E College Ave,State College,40.79878,-77.855527
Old Curtin Cemetery,305 Curtin Village Rd,Howard,40.970432,-77.739595
Old Dominion National Bank,1975 Waddle Rd,State College,40.817944,-77.897914
Old Farmhouse Eatery & Brewery,226 Nittany Valley Dr,Zion,40.919218,-77.675835
Old Gregg School Community Center,106 School St,Spring Mills,40.855124,-77.574162
Old Navy,283 Patriot Ln,State College,40.810773,-77.902723
Old Pine Grove Mills Cemetery,West Pine Grove Road And Mayes Street,Pine Grove Mills,40.73337,-77.888128
Old Pine Hall Cemetery,Pine Hall Road And Science Park Road,State College,40.774289,-77.888568
Old Side Auto Repair,220 Oldside Rd,Clarence,41.057917,-77.943746
Old Union Cemetery,East Presqueisle Street And North 7th Street,Philipsburg,40.898224,-78.217432
Olde New York,2298 E College Ave,Lemont,40.823122,-77.812195
Olive Garden,1945 Waddle Rd,State College,40.817145,-77.899137
Olivero Pediatrics,1243 Skytop Mountain Rd Ste 4,Port Matilda,40.834974,-77.973744
Ollie's Bargain Outlet,1919 S Atherton St,State College,40.78645,-77.83286
Omar Bar,121 W Bishop St,Bellefonte,40.910795,-77.778042
Omega Financial,366 Walker Dr,State College,40.816557,-77.831658
On Site Massage Team,540 Scotia Rd,Port Matilda,40.808541,-77.944315
One On One Fitness Consultants,424 W Aaron Dr Ste 100,Park Forest Village,40.804692,-77.894543
OneMain Financial,1341 S Atherton St,State College,40.784977,-77.843073
Optical Image Technology,100 Oakwood Ave Ste 700,State College,40.815386,-77.896801
Oral And Maxillofacial Surgery,432 Rolling Ridge Dr,State College,40.785179,-77.825914
Orangetheory Fitness,106 S Atherton St,State College,40.791447,-77.864954
Orchard Park,1020 Bayberry Dr,State College,40.773597,-77.863909
Original Brother's Pizza,231 Northland Ctr,Park Forest Village,40.802549,-77.886047
Original Italian Pizza,105 W Main St,Millheim,40.890734,-77.477038
Original Waffle Shop,1229 N Atherton St,State College,40.803406,-77.883098
Original Waffle Shop,1610 W College Ave,State College,40.77959,-77.879459
Orkin,331 Enterprise Dr Ste C,Philipsburg,40.895942,-78.194829
Orviston Bible Church,75 Main St,Orviston,41.106476,-77.752615
Ottos Pub & Brewery,2235 N Atherton St,State College,40.810978,-77.912191
Our Children's Center,411 S Burrowes St,State College,40.789609,-77.859392
Our Lady Of Victory Catholic School,800 Westerly Pkwy,State College,40.781339,-77.865821
Our Lady of Victory Church,820 Westerly Pkwy,State College,40.781096,-77.866511
Out of the Cold Centre County,Location Varies,State College,40.793287,-77.859647
Outback Steakhouse,1905 Waddle Rd,State College,40.816128,-77.898432
Outdoor Millheim Farmers Market,112 Legion Ln,Spring Mills,40.888985,-77.485561
Overlook Heights Park,356 E Clinton Ave,State College,40.805385,-77.880479
Owen's Barber Shop,355 Colonnade Blvd Ste F,State College,40.811051,-77.910423
P J Harrigan's Bar & Grill,1450 S Atherton St,State College,40.784687,-77.839315
P2P Business Technologies,214 E College Ave,State College,40.795388,-77.859695
PA Pizza,Branch Rd,State College,40.799152,-77.830591
PA's Finest Towing,220 Reese Rd Ste D,State College,40.824602,-77.801957
Padgett Business Services,311 S Allen St Ste 2,State College,40.79244,-77.857753
Padisaks Refinishing,1509 W Sycamore Rd,Moshannon,41.031919,-78.003954
Pain &amp Recovery Medical Centre,218 W High St,Bellefonte,40.91127,-77.780337
Pain Relief Center,1315 S Allen St,State College,40.78393,-77.847606
Palmer Museum Of Art,201 Old Main,State College,40.800537,-77.865771
Panda Express,1870 N Atherton St,Park Forest Village,40.808606,-77.90423
Panda Express,7 Hub/Robeson Center,State College,40.797688,-77.861679
Panda Noodle and Grill,432 E College Ave,State College,40.798215,-77.856033
Panera Bread,1613 N Atherton St,State College,40.808134,-77.89384
Panera Bread,148 S Allen St,State College,40.793436,-77.860593
Panko Wealth Management,452 Westgate Dr,Park Forest Village,40.804682,-77.915321
Papa John's,2110 N Atherton St,Park Forest Village,40.809368,-77.910639
Papa John's,1341 S Atherton St,State College,40.785064,-77.842618
Paper Moon Tattoo Company,125 S Pugh St,State College,40.794842,-77.859631
Paradise Cemetery,Paradise Road,Coburn,40.856371,-77.501389
Paradise Datacom,328 Innovation Blvd Ste 100,State College,40.828685,-77.847416
Parag Parekh MD ClearView Eye Consultants,428 Windmere Dr Ste 100,State College,40.78746,-77.825429
Paramount Residential Mortgage Group PRMG,270 Walker Dr Ste 335E,State College,40.815289,-77.829873
Parisou Massage Therapy,3941 S Atherton St Ste A Bldg 2,Boalsburg,40.781461,-77.799429
Park Forest Baptist Church,3030 Carnegie Dr,State College,40.808315,-77.927113
Park Forest Comm Pool,2100 School Dr,Park Forest Village,40.804512,-77.921126
Park Forest El Sch,2181 School Dr,Park Forest Village,40.808376,-77.921546
Park Forest Montessori School,1833 Park Forest Ave,Park Forest Village,40.80784,-77.90387
Park Forest Ms,2180 School Dr,Park Forest Village,40.805758,-77.922178
Park Forest Tot Lot,2049 N Oak Ln,Park Forest Village,40.805799,-77.913472
Park Hills Park,1241 W Park Hills Ave,Park Forest Village,40.795409,-77.899815
Parkview Heights,Roopsburg Rd,Bellefonte,40.916889,-77.754389
Party City,319 Benner Pike,State College,40.830896,-77.808711
Pasto Agricultural Museum Rock Springs,201 Old Main,State College,40.795367,-77.861389
Patchwork Farm and Greenhouse,476 Jackson Hill Rd,Aaronsburg,40.920469,-77.362241
Pattee and Paterno Libraries,510 Paterno Library,State College,40.798533,-77.865386
Patton Township Police Department State College Pennsylvania,100 Patton Plz,State College,40.812306,-77.920054
Patton Woods Nature Rec Area,2950 Circleville Road,Park Forest Village,40.794763,-77.925054
Payless Car Rental,2493 Fox Hill Rd,State College,40.850977,-77.851283
Peake's Auto Repair,117 W Cherry Ln Ste C,State College,40.801898,-77.879173
Pediatric Dental Care,1019 Ghaner Rd Ste 100,Port Matilda,40.815715,-77.939388
Pelka Endodontics LLC,220 Regent Ct Ste F,State College,40.78403,-77.8209
Penang,1221 N Atherton St,State College,40.802931,-77.88203
Penn Auto Sales,137 W College Ave,Pleasant Gap,40.867281,-77.748148
Penn halal grocery,236 E Calder Way,State College,40.795523,-77.858879
Penn Hills Park,2601 Penbrook Ln,Houserville,40.828959,-77.81165
Penn Kebab,418 E College Ave,State College,40.798114,-77.856486
Penn Pide,127 W Beaver Ave,State College,40.792972,-77.861173
Penn Skates Kidz Academy,2210 High Tech Rd,State College,40.855437,-77.857055
Penn State,Walker,State College,40.79314,-77.866847
Penn State,Patterson,State College,40.800399,-77.864918
Penn State,Pollock & Mckean Unvrsty Park,State College,40.798189,-77.859896
Penn State,Engineering,State College,40.783245,-77.854258
Penn State,118 Keller St Bldg State,State College,40.80035,-77.852416
Penn State All Sports Museum,201 Old Main,State College,40.796382,-77.862862
Penn State ARL,225 Science Park Rd,State College,40.77526,-77.89107
Penn State Berkey Creamery,119 Food Science Bldg,State College,40.803666,-77.862543
Penn State Catholic Center,531 W Fairmount Ave,State College,40.786576,-77.862705
Penn State College of Commuications,201 Carnegie Building,State College,40.796561,-77.864951
Penn State Federal Credit Union,LL009 Hub Robeson Ctr,State College,40.798497,-77.860484
Penn State Federal Credit Union,123 Amberleigh Ln,Bellefonte,40.888592,-77.781475
Penn State Golf Courses,1523 W College Ave,Toftrees,40.827144,-77.88666
Penn State Health Medical Group Benner Pike,303 Benner Pike,State College,40.830351,-77.805623
Penn State Health Medical Group Benner Pike Laboratory,303 Benner Pike Ste 2,State College,40.83028,-77.805682
Penn State Health Medical Group Colonnade,32 Colonnade Way,State College,40.811549,-77.903328
Penn State Health Medical Group Park Avenue,1850 E Park Ave Ste 207,State College,40.820391,-77.845474
Penn State Health Medical Group State College,303 Benner Pike Ste 1,State College,40.830351,-77.805656
Penn State Health Medical Group Windmere Centre,476 Rolling Ridge Dr Ste 101,State College,40.785547,-77.824151
Penn State Law,Lewis Katz Bldg,State College,40.80805,-77.867095
Penn State Meat Market,Meats Lab Porter Rd University Park,State College,40.798189,-77.85991
Penn State Medical Group Colonnade,32 Colonnade Way,State College,40.81156,-77.903329
Penn State Nittany Lions Football,1 Beaver Stadium,University Park,40.812182,-77.856113
Penn State Sports Medicine,1850 E Park Ave Ste 112,State College,40.820516,-77.845444
Penn State Univ Golf Course,1523 W College Ave,State College,40.789393,-77.883264
Penn State University,23 Willard St,State College,40.801012,-77.877454
Penn State University,504 Ridge Ave,State College,40.794218,-77.875829
Penn State University,Business Administration Bldg,University Park,40.808762,-77.867483
Penn State University,111 Stuckeman Family Bldg State,State College,40.795708,-77.858758
Penn State University,201 Shields Bldg,State College,40.806682,-77.858325
Penn State University,202 E Waring Ave,State College,40.790303,-77.850302
Penn State University Park Airport,2535 Fox Hill Rd,State College,40.85379,-77.848235
Penn State University PGA Golf Management,201 Mateer Bldg,State College,40.799568,-77.869027
Penn's Cave & Wildlife Park,222 Penns Cave Rd,Centre Hall,40.882576,-77.611706
Penna Society For the Prevention of Crlty To Anmls,2451 General Potter Hwy,Centre Hall,40.797722,-77.666205
PennDOT Photo & Exam Center,812 W College Ave,Pleasant Gap,40.857508,-77.761111
Penns Mobil,705 S Atherton St,State College,40.786659,-77.857691
Penns Valley Amish Parochial School,247 Quarry Rd,Aaronsburg,40.895604,-77.392834
Penns Valley Area El And Intrmd Sch,4528 Penns Valley Rd,Spring Mills,40.87501,-77.53017
Penns Valley Area Historical Museum,244 West Aaron Square,Aaronsburg,40.900009,-77.456017
Penns Valley Area Jshs,4545 Penns Valley Rd,Spring Mills,40.877874,-77.529655
Penns Valley Area Medical Center PC,Rr 2,Spring Mills,40.853422,-77.567493
Penns Valley Bed & Breakfast & Lodge,Rr 2,Spring Mills,40.853415,-77.567512
Penns Valley Building Supply,3602 Penns Valley Rd,Spring Mills,40.848302,-77.608209
Penns Valley Community Church,2837 Earlystown Rd,Centre Hall,40.833665,-77.677619
Penns Valley God's Missionary Church,Rr 45,Spring Mills,40.853423,-77.56749
Penns Valley Jewelers,110 E Main St,Millheim,40.891178,-77.476094
Penns Valley Kennels,981 Lower Georges Valley Rd,Spring Mills,40.830815,-77.553605
Penns Valley Meat Market,112 E Main St,Millheim,40.891293,-77.475727
Penns Valley Pharmacy,Rr 45,Spring Mills,40.853382,-77.567487
Penns Valley Pharmacy,4576 Penns Valley Rd,Spring Mills,40.877268,-77.526022
Penns Valley School Age Child Care,4528 Penns Valley Rd,Spring Mills,40.874942,-77.530151
Penns Valley Veterinary Clinic,124 W Main St,Millheim,40.89095,-77.478259
Penns Valley YMCA,115 E Streamside Pl,Spring Mills,40.853824,-77.570603
Pennsylvania Department of Transportation,812 W College Ave,Pleasant Gap,40.857542,-77.761099
Pennsylvania Military Museum,51 Boal Ave,Boalsburg,40.781831,-77.795268
Pennsylvania Quarter Horse Assoc,436 Old Mountain Rd,Coburn,40.871236,-77.438521
Pennsylvania Retina Specialists PC,2525 Green Tech Dr Ste A,State College,40.813577,-77.919798
Pennsylvania State Police,Rr 1,South Philipsburg,40.887693,-78.219933
Pennsylvania State University,201 Old Main,State College,40.795334,-77.861383
Pennsylvania State University World Campus,128 Outreach Building,University Park,40.832443,-77.841761
People's Nation,126 E College Ave,State College,40.794837,-77.860833
Peoples National Bank of Central Penna,1667 N Atherton St,State College,40.808651,-77.898485
Pep Boys,2268 E College Ave,Lemont,40.822565,-77.811786
Perkins Restaurant & Bakery,525 Benner Pike,State College,40.834245,-77.803068
Pet Stop of State College,110 Shanelly Dr,Stormstown,40.788277,-78.016922
Petco,40 Colonnade Way,State College,40.811746,-77.903626
Pete Nebroski,323 E Calder Way,State College,40.796919,-77.857858
Peter Chiarkas Kissinger Bigatel & Brower Realtors,1612 N Atherton St,Park Forest Village,40.807388,-77.893317
PFG Wealth Planning Group,476 Rolling Ridge Dr Ste 333,State College,40.785527,-77.824139
Phi Kappa Tau Fraternity,408 E Fairmount Ave,State College,40.795728,-77.852164
