location_name,street_address,city,latitude,longitude
Hot Topic,2901 E College Ave,State College,40.832649,-77.800858
Houck Home Care & Cleaning,2738 W College Ave,State College,40.765407,-77.882891
Houserville Cemetery,1320 Houserville Rd,Houserville,40.82622,-77.830312
Houserville Lemont El Sch,675 Elmwood St,Lemont,40.811252,-77.822698
Houserville United Methodist Church,219 W Clearview Ave,State College,40.812223,-77.896783
Howard Area Museum Historical Society,136 Grove St,Howard,41.013185,-77.661121
Howard Cemetery,Main Street And Grove Street,Howard,41.014352,-77.662011
Howard United Methodist Church,W Main St,Howard,41.013719,-77.66206
Howell P R Dr,1066 Cortland Dr,Lemont,40.805892,-77.816773
Hrenko Insurance Agency,962 Tyrone Pike,Philipsburg,40.876314,-78.213671
HUB Robeson Center,201 Old Main,State College,40.798106,-77.861186
Hubler Ridge School,2051 Nittany Valley Dr,Snydertown,40.985476,-77.582576
Hublersburg Cemetery,Hubler Ridge Road,Howard,40.975227,-77.622522
Hublersburg Inn,449 Hublersburg Rd,Hublersburg,40.961256,-77.60949
Hunters Warehouse,130 W High St,Bellefonte,40.911542,-77.778876
Husky Property Management,407 E Pine St,Philipsburg,40.898679,-78.220615
Hyatt Place,219 W Beaver Ave,State College,40.792693,-77.862381
Hyde Park,Roopsburg Rd,Bellefonte,40.907985,-77.774318
Icy Snow KTV,204 W College Ave,State College,40.793351,-77.862862
IGA,10 Market Drive,Spring Mills,40.885897,-77.492457
IHOP,1661 S Atherton St,State College,40.785657,-77.834778
Ikon Office Solutions,2601 Gateway Dr,State College,40.76883,-77.884178
Ikonic Ink Tattoo and Piercing Studio,111 W Beaver Ave,State College,40.793181,-77.860952
Impressive Homes,3568 Penns Valley Rd,Spring Mills,40.847525,-77.61143
In Focus Family Vision,2790 Earlystown Rd Ste A,Centre Hall,40.830606,-77.68039
Independent Lift Truck,126 Shepherd Ln,Bellefonte,40.890461,-77.753488
India Pavilion Exotic Indian Cuisine,222 E Calder Way,State College,40.795364,-77.859102
Indian Lane Grave,Indian Lane,Centre Hall,40.840244,-77.646879
Indian Motorcycle,2031 General Potter Hwy,Centre Hall,40.791405,-77.704462
IngleBean Ice Cream,108 Main St,Millheim,40.89115,-77.476253
Insomnia Cookies,421 E Beaver Ave Ste G2,State College,40.797267,-77.855523
Inspired Holistic Wellness,111 S Spring St,Bellefonte,40.911358,-77.779779
Integrity Coal Sales,610 Pauline St,Philipsburg,40.888662,-78.209001
International Market,328 S Allen St,State College,40.791689,-77.857685
International Police Museum,185 Ira Ln,Stormstown,40.78587,-78.016902
Intramural Building IM Building,2 Intramural Bldg,University Park,40.807535,-77.859244
Invisible Allies Ministries,1313 Valley View Rd,Bellefonte,40.896226,-77.84032
Irving's,110 E College Ave,State College,40.794567,-77.861087
Irving's At the Airport,2535 Univ Park Airport Rd,State College,40.85373,-77.848116
Irwin Thomas M DMD,428 N 2nd St,Philipsburg,40.900096,-78.224522
Islamic Society Of Central Pennsylvania,709 Ridge Ave,State College,40.791781,-77.878277
Iwom Outerwear,1981 Pine Hall Rd,State College,40.773242,-77.892772
J & E Structures,353 Penny Ln,Bellefonte,40.947764,-77.623934
J & P Pro Auto Services,1692 N Atherton St,Park Forest Village,40.80792,-77.897653
J & W Interests,352 E College Ave Ste B,State College,40.798193,-77.859925
J Stephens Salon & Spa,1952 Waddle Rd Ste 101,State College,40.81565,-77.899392
J.D. Byrider,3510 W College Ave,State College,40.756094,-77.87329
Jabebo Earrings,224 E High St,Bellefonte,40.912798,-77.776108
Jack's Auto Repair,521 E College Ave,Pleasant Gap,40.877558,-77.729652
Jack's Beer Shop,1669 N Atherton St,State College,40.808469,-77.896754
Jackie Mostyn's Bio Salon,119 N Front St,Philipsburg,40.896516,-78.223447
Jackson Hewitt Tax Service,209 N Front St,Philipsburg,40.897188,-78.223961
Jackson Hewitt Tax Service,1321 N Atherton St Ste 1,State College,40.804657,-77.885402
Jackson Hewitt Tax Service,2901 E College Ave,State College,40.83253,-77.800481
Jackson Hewitt Tax Service,256 Match Factory Pl,Bellefonte,40.908406,-77.7827
Jackson Jeffrey S PHD,315 S Allen St Ste 218,State College,40.792452,-77.858045
Jackson Patty Beauty Salon,512 Loch Lomond Rd,North Philipsburg,40.908373,-78.205981
Jacksonville Cemetery,Jacksonville Road,Howard,40.994109,-77.629325
Jacobs George P Dentist,2590 Park Center Blvd,State College,40.767227,-77.882109
Jake's Cards & Games,131 W High St,Bellefonte,40.912111,-77.779012
Jamaica Junction,111 S Pugh St,State College,40.79511,-77.85996
Jamba,Hub Student Union Center,State College,40.798245,-77.861533
James Grant DMD Countryside Dental,2837 Earlystown Rd,Centre Hall,40.833666,-77.677614
Janet Palmatier Ameriprise Financial Services,1450 Martin St,Park Forest Village,40.803883,-77.89084
Jared Ernico RE MAX CENTRE REALTY,1375 Martin St,Park Forest Village,40.80188,-77.886213
Jax Bar & Kitchen,128 E College Ave,State College,40.794782,-77.86045
Jaybird Manufacturing,135 Summer Ln,Centre Hall,40.789397,-77.703259
Jc Auto Repairs,793 Yarnell Rd,Bellefonte,40.998555,-77.811237
Jeanmenne Robert DDS,110 Radnor Rd Ste 200,State College,40.785624,-77.821622
Jehovah's Witnesses,101 Villandry Blvd,Lemont,40.801628,-77.82546
Jennifer Borigo LMT,143 Hawbaker Industrial Dr Ste 101,State College,40.813957,-77.915349
Jennifer Glantz Kissinger Bigatel &amp Brower Realtors,1612 N Atherton St,Park Forest Village,40.807392,-77.893308
Jersey Mike's,2009 N Atherton St Ste 100,State College,40.809811,-77.906689
Jersey Mike's,128 S Allen St,State College,40.793733,-77.861038
Jersey Shore State Bank,1665 N Atherton St,Park Forest Village,40.809042,-77.908526
Jersey Shore State Bank,100 Cobblestone Rd,Zion,40.916261,-77.677734
Jersey Shore State Bank,2842 Earlystown Rd,Centre Hall,40.833127,-77.67682
Jersey Shore State Bank,3635 Penns Valley Rd,Spring Mills,40.849904,-77.604981
Jewish Community Center Congregation,620 E Hamilton Ave,State College,40.797621,-77.847713
Jewish Community Center Congregation Brit Shalom,620 E Hamilton Ave,State College,40.797642,-77.847687
Jewish Community Center Nursery & Religious School,620 E Hamilton Ave,State College,40.797607,-77.84772
Jezebel's Boutique,366 E College Ave,State College,40.798199,-77.859916
Jim and Terry's Reliable Auto Repairs,575 Clarence Rd,Clarence,41.040819,-77.941318
Jim Mcdonald Free In Christ Ministries,2156 N Oak Ln,Park Forest Village,40.80829,-77.919312
Jim's Army & Navy Surplus Store,307 W Beaver Ave,State College,40.791524,-77.863076
Jim's Italian Cuisine,204 E Cherry Ln,Bellefonte,40.911804,-77.776069
Jimmy John's,434 E College Ave,State College,40.798266,-77.856097
Jo-Ann Fabric and Craft Stores,505 Benner Pike,State College,40.834649,-77.804028
Jocelyn L Anderton DMD,1393 N Atherton St,State College,40.805307,-77.886637
Jodon's Stables,2925 Halfmoon Valley Rd,Stormstown,40.77682,-78.043991
Joe's Custom Lawn Care,158 Price Ln,Port Matilda,40.796209,-78.061004
Joel Confer Ford of Bellefonte,2892 Benner Pike,Bellefonte,40.885238,-77.779967
Joel Confer Toyota,120 E Clinton Ave,State College,40.804403,-77.881695
Joey's To Go,618 N 9th St,Philipsburg,40.904594,-78.219994
John Cabibbo RE MAX Centre Realty,1375 Martin St,Park Forest Village,40.801861,-77.886233
John Carder DDS,180 Regent Ct Ste 100,State College,40.784193,-77.821371
John Deere,2818 Earlystown Rd,Centre Hall,40.831643,-77.678451
John E Carder & Associates,180 Regent Ct Ste 100,State College,40.784196,-77.821402
John F Robison DMD,110 Radnor Rd Ste 201,State College,40.785598,-77.821596
John Tennis Towing,137 Old Block Rd,State College,40.779417,-77.882322
John's Shanghai,312 W Beaver Ave,State College,40.791343,-77.862909
Johnson Brothers Accounting & Income Tax Service,Rr 45,Spring Mills,40.853411,-77.567478
Joma Chinese Massage,2901 E College Ave Ste 986,State College,40.833586,-77.799098
Jones Charles A Insurance,20 S Front St,Philipsburg,40.895172,-78.221737
Journeys,2901 E College Ave,State College,40.832852,-77.800872
Joy For Kids Daycare,1011 E College Ave,State College,40.806381,-77.841399
Joy's Salon,120 Meadow Ln,Houserville,40.82284,-77.83033
JS rentals,4996 Brush Valley Rd,Rebersburg,40.93103,-77.487393
Juana's,129 S Fraser St,State College,40.793393,-77.861599
Julian Cemetery,Us Highway 220 And Yeager Hollow Road,Julian,40.86302,-77.945934
Julian Woods Community,225 Julian Woods Ln,Julian,40.88391,-77.918729
Juniata Valley Bank,1350 S Atherton St,State College,40.784363,-77.841619
Juniper Village At Brookline Rehabilitation And Sk,1950 Cliffside Dr,State College,40.788443,-77.830578
Just Cuts Barber Shop,2790 W College Ave Ste 6,State College,40.764316,-77.881742
Justin Wheaton RE MAX Centre Realty,1375 Martin St,Park Forest Village,40.801852,-77.886238
K W Gas & Oil,4231 Nittany Valley Dr,Nittany,41.000985,-77.552818
Kaarma Indian Cuisine Redefined,120 E Beaver Ave,State College,40.793621,-77.859589
Karch Auto,827 S Atherton St,State College,40.786144,-77.854753
Karen Clark Kissinger Bigatel & Brower Realtor,2300 S Atherton St,State College,40.784218,-77.828672
Karma Thrift Store,104 Bible Rd,Spring Mills,40.811477,-77.636625
Karstetter Michael D Insurance,102 Village Dr,State College,40.802304,-77.880959
Kawasaki Motors,2031 General Potter Hwy,Centre Hall,40.791434,-77.704313
Kay Jewelers,2901 E College Ave Ste 604,State College,40.832852,-77.800714
Kaywood Park,1120 Karmel St,Boalsburg,40.788397,-77.774637
Keck's Collision Repair,999 Nittany Valley Dr,Mingoville,40.935633,-77.650365
Keller Williams,740 S Atherton St,State College,40.785689,-77.855485
Kelly's Steak and Seafood,316 Boal Ave,Boalsburg,40.776874,-77.789338
Ken Chertow Wrestling,1950 Linden Hall Rd,Boalsburg,40.788641,-77.758626
Kevin P Labosky DMD,474 Windmere Dr Ste 302,State College,40.788007,-77.823951
Keystone Church & Ministries,1224 N Atherton St,State College,40.801975,-77.88238
Keystone Tax Service,2210 N Oak Ln,Park Forest Village,40.809712,-77.920878
KFC,1780 S Atherton St,State College,40.784535,-77.83395
Ki'netik FITNESS,2301 Commercial Blvd,Houserville,40.824248,-77.81276
Kid to Kid,154 Rolling Ridge Dr,State College,40.786019,-77.827611
Kids Court Bellefonte,121 Radio Dr,Bellefonte,40.892111,-77.783991
Kids Court Childcare & Learning Center,278 Gerald St,State College,40.829416,-77.810108
Kieran's diner,445 Waupelani Dr,State College,40.776686,-77.85762
Kimchi Korean Restaurant,1100 N Atherton St,State College,40.801287,-77.880536
KinderCare,228 Farmstead Ln,Park Forest Village,40.790573,-77.904378
King Cobra Tattoo,127 E Beaver Ave,State College,40.794116,-77.859742
King Wealth Strategies,1348 S Atherton St,State College,40.784341,-77.841649
Kings Kids Unlimited Inc,1406 Harris St,State College,40.807736,-77.884354
Kish Bank,2610 Green Tech Dr,State College,40.812993,-77.922927
Kish Bank,205 Park Pl Ste 6,Bellefonte,40.914862,-77.750363
Kistner Gary Dr,405 E Springwood Pl,State College,40.814911,-77.973361
Kitchen Witch Cafe,337 Walnut St,Howard,41.014359,-77.658363
Klaban's Home Furnishings,2952 Benner Pike,Bellefonte,40.886858,-77.780665
Knowhow,204 E Calder Way,State College,40.79492,-77.859567
KOA (Kampgrounds of America),2481 Jacksonville Rd,Bellefonte,40.962799,-77.687346
Koch Funeral Home,2401 S Atherton St,State College,40.784699,-77.824822
Kohl's,275 Colonnade Blvd,State College,40.815421,-77.904913
Kohlhepp's Bald Eagle Valley Stone Center,5960 S Eagle Valley Rd,Julian,40.847158,-77.974761
Kolbrooks Veterinary Clinic,1756 Nittany Valley Dr,Bellefonte,40.952306,-77.623571
Komatsu,689 E College Ave,Pleasant Gap,40.881616,-77.720311
Kondu,132 S Allen St,State College,40.793572,-77.861026
Korean Table,310 S Allen St Ste C 105,State College,40.791925,-77.858424
Kramer Gap School,195 Kramer Rd,Aaronsburg,40.911365,-77.429112
Krauss Park,Roopsburg Rd,Bellefonte,40.914426,-77.783374
Kris Hanahan RE MAX Centre Realty,1375 Martin St,Park Forest Village,40.801817,-77.8862
KTFG Real Estate,804 Stratford Dr Ste 1,State College,40.772774,-77.858579
Kung Fu Tea,320 W Beaver Ave,State College,40.791203,-77.863072
Kuppel's Auto Center,North St,Millheim,40.899658,-77.478414
Kw Oil & Propane,4231 Nittany Valley Dr,Nittany,41.001001,-77.552823
Kwik Fill,120 Boal Ave,Boalsburg,40.778085,-77.792369
Kwik Fill,915 Pleasant View Blvd.,Bellefonte,40.926881,-77.779945
L W Hose Repair Auto Sales,401 S Main St,Pleasant Gap,40.863168,-77.732684
La-Z-Boy,138 Valley Vista Dr,State College,40.810759,-77.924733
LabCorp,1613 N Atherton St Ste B,State College,40.808402,-77.893795
Lakegirl Massage Therapy,212 Kenlee Dr,Bellefonte,40.898147,-77.786963
Lakewoods Outdoor Supply,263 E Main St,Howard,41.017669,-77.654763
Lamb Fellowship Of Pennsylvania State University,202 Hub,State College,40.798221,-77.859914
Larry J Assalita DPM,110 Regent Ct Ste 200,State College,40.784002,-77.819455
Lasers for Innovative Solutions,200 Innovation Blvd Ste 261,State College,40.831422,-77.842445
Latinos Latino Food,324 E Calder Way,State College,40.796829,-77.857111
Lava Auto Body,3532 W College Ave,State College,40.755416,-77.872641
LEGACY TRUCK CENTERS INC,250 Tracey Dale Rd,Howard,40.951408,-77.789122
Legends,215 Innovation Blvd,State College,40.831516,-77.845128
Leidy C Robert Horace Mann Insurance,1524 W College Ave Ste 203,State College,40.781414,-77.877637
Leila's Beauty Salon,1995 S Atherton St,State College,40.786216,-77.832245
Lemont Physical Therapy,2766 W College Ave Ste 300,State College,40.764705,-77.882105
Lendmark Financial Services,2264 E College Ave,Lemont,40.822084,-77.81201
Leslie and Co Downtown,200 N Front St Ste 105,Philipsburg,40.897713,-78.222571
Liberty Baptist Cemetery,Main Street And Bald Eagle Street,Howard,41.01375,-77.662062
Liberty Craft House,346 E College Ave,State College,40.797462,-77.857207
Liberty Lutheran Housing Development Corporation,260 Lions Hill Rd,Toftrees,40.823911,-77.873597
Liberty Tax Service,2141 S Atherton St,State College,40.785794,-77.830129
Lick Run Presbyterian Church Cemetery,Schoolhouse Drive And Jacksonville Road,Howard,40.993695,-77.631491
Life Revolution Tae Kwon Do,178 Rolling Ridge Dr,State College,40.786192,-77.828599
Life Storage,757 Science Park Rd,State College,40.784352,-77.901196
Lifestyle Financial Matters,409 S Pugh St,State College,40.792801,-77.855738
Lila Yoga Studios,103 E Beaver Ave Ste 2,State College,40.793701,-77.860199
Limerock Terrace Parklet,260 Limerock Ter,Lemont,40.820891,-77.814621
Limited Too,Nittany Mall,State College,40.832538,-77.800469
Lincare,2437 Commercial Blvd Suite 4 & 5,Houserville,40.826079,-77.810369
Linda's Beauty Care,127 Danielle Dr,Pleasant Gap,40.870596,-77.748642
Lindquist Family Foot Care,141 E College Ave,Pleasant Gap,40.868984,-77.745037
Linn Heister H Jr DDS,4570 Penns Valley Rd,Spring Mills,40.877102,-77.526537
Lion & Cub,206 E College Ave,State College,40.79523,-77.859806
Lion Antiques,122 N Atherton St,State College,40.79197,-77.866217
Lion Country KIA,1334 Dreibelbis St,State College,40.832936,-77.810079
Lion Surplus,1 Salvage Warehouse University Park Pennsylvania S,State College,40.798541,-77.860437
Lion's Den,118 S Garner St,State College,40.797564,-77.856633
Lionheart Fitness,127 Sowers St,State College,40.79783,-77.855004
Lions Pride,112 E College Ave,State College,40.79449,-77.860917
Lisa's Shear Pleasure Beauty Salon,206 Hale Ln,Bellefonte,40.914875,-77.777517
Little Bears Daycare,206 W High St,Bellefonte,40.911475,-77.779818
Little Food Court,250 E Calderway Lower Floor,State College,40.795669,-77.858697
Little League Baseball Field,507 Kennard Rd,State College,40.780287,-77.802529
Little Mammas,105 S Main St,Pleasant Gap,40.868005,-77.746125
Little Nittany School,5445 Jacksonville Rd,Howard,41.014782,-77.593361
Little Szechuan,228 W College Ave,State College,40.792641,-77.863204
Living Hope Alliance Of The Christian And Missionary Alliance,321 E Howard St,Bellefonte,40.914386,-77.774666
Livonia Cemetery,State Route 192,Rebersburg,40.980331,-77.298301
LL Flooring,1524 N Atherton St,Park Forest Village,40.806679,-77.890603
LL Flooring,1524 N Atherton St Ste 120,Park Forest Village,40.806646,-77.890546
LMR Tires,203 W Plank Rd,Port Matilda,40.800104,-78.054065
Lmr Tires,1255 Zion Rd,Bellefonte,40.915612,-77.746159
LMR Tires,2816 Earlystown Rd,Centre Hall,40.833277,-77.675032
Local Whiskey,107 E Beaver Ave,State College,40.79372,-77.860147
LOFT,19 Colonnade Way,State College,40.810289,-77.90622
Log Cabin Motors,707 Pleasant View Blvd,Bellefonte,40.924271,-77.779974
Logan Branch Insurance Inc,623 Willowbank St,Bellefonte,40.905655,-77.785909
Lohr's Auto Sales & Service,1869 N Atherton St,State College,40.809442,-77.904013
Lombard MMA,127 Sowers St,State College,40.797896,-77.854754
Looks Hair Design,228 E Calder Way,State College,40.79552,-77.858896
Lou's Stick Room,1611 N Atherton St,State College,40.80808,-77.89291
Love it upcycle boutique,938 W College Ave,State College,40.786269,-77.871761
Lowe's,104 Valley Vista Dr,State College,40.812164,-77.926316
Lucas Cemetery,Mema Lane And Askeys Road,Howard,41.058783,-77.71462
Lupita's Authentic Mexican Food,3180 W College Ave,State College,40.760737,-77.877987
